energy,Fe_foil,Fe2O3,Fe3O4,FeO
8163.175,-1.15E-03,-7.98E-04,4.43E-03,1.22E-03
8169.505,-7.65E-04,-7.99E-04,4.61E-03,1.37E-03
8175.853,-8.27E-04,-8.00E-04,4.80E-03,1.51E-03
8182.222,-1.26E-03,-8.01E-04,4.98E-03,1.65E-03
8188.608,-1.23E-03,-8.02E-04,5.16E-03,1.79E-03
8195.014,-1.02E-03,-8.03E-04,5.35E-03,1.93E-03
8201.438,-9.11E-04,-8.04E-04,5.54E-03,2.08E-03
8207.883,-9.08E-04,-8.05E-04,5.72E-03,2.22E-03
8214.346,-1.08E-03,-8.06E-04,5.91E-03,2.37E-03
8220.827,-9.62E-04,-8.07E-04,6.10E-03,2.51E-03
8227.329,-9.29E-04,-8.08E-04,6.28E-03,2.66E-03
8233.849,-1.26E-03,-8.09E-04,6.47E-03,2.80E-03
8240.388,-1.15E-03,-8.10E-04,6.66E-03,2.95E-03
8246.945,-9.64E-04,-8.11E-04,6.85E-03,3.09E-03
8253.522,-8.69E-04,-8.12E-04,7.04E-03,3.24E-03
8260.118,-1.04E-03,-8.13E-04,7.23E-03,3.39E-03
8266.733,-5.62E-04,-8.14E-04,7.42E-03,3.54E-03
8273.368,-6.35E-04,-8.15E-04,7.61E-03,3.68E-03
8280.02,-1.40E-03,-8.16E-04,7.81E-03,3.83E-03
8286.693,-9.12E-04,-8.17E-04,8.00E-03,3.98E-03
8293.384,-7.92E-04,-8.18E-04,8.19E-03,4.13E-03
8300.095,-8.16E-04,-8.19E-04,8.38E-03,4.28E-03
8306.823,-6.11E-04,-8.20E-04,8.58E-03,4.43E-03
8313.571,-6.36E-04,-8.21E-04,8.77E-03,4.58E-03
8320.339,-1.01E-03,-8.22E-04,8.97E-03,4.73E-03
8327.125,-1.31E-03,-8.24E-04,9.17E-03,4.88E-03
8333.931,-6.68E-04,-8.25E-04,9.36E-03,5.04E-03
8340.755,-6.56E-04,-8.26E-04,9.56E-03,5.19E-03
8347.598,-1.24E-03,-8.27E-04,9.76E-03,5.34E-03
