energy,Fe_foil,Fe2O3,Fe3O4,FeO
8201.438,2.66E-06,6.28E-04,9.84E-05,5.00E-04
8207.883,-4.17E-06,6.45E-04,1.01E-04,5.27E-04
8214.346,-1.32E-06,6.63E-04,1.03E-04,5.53E-04
8220.827,3.72E-06,6.80E-04,1.06E-04,5.80E-04
8227.329,-7.27E-06,6.98E-04,1.08E-04,6.08E-04
8233.849,-5.35E-06,7.16E-04,1.10E-04,6.35E-04
8240.388,7.18E-06,7.33E-04,1.13E-04,6.62E-04
8246.945,6.77E-06,7.51E-04,1.15E-04,6.89E-04
8253.522,-1.76E-06,7.69E-04,1.18E-04,7.17E-04
8260.118,7.43E-06,7.87E-04,1.20E-04,7.44E-04
8266.733,9.70E-06,8.05E-04,1.23E-04,7.72E-04
8273.368,-2.01E-05,8.23E-04,1.25E-04,7.99E-04
8280.02,-6.66E-06,8.41E-04,1.28E-04,8.27E-04
8286.693,1.44E-05,8.59E-04,1.30E-04,8.55E-04
8293.384,2.29E-06,8.77E-04,1.32E-04,8.83E-04
8300.095,4.31E-06,8.95E-04,1.35E-04,9.11E-04
8306.823,4.28E-06,9.13E-04,1.37E-04,9.39E-04
8313.571,-9.54E-06,9.32E-04,1.40E-04,9.67E-04
8320.339,-1.59E-05,9.50E-04,1.42E-04,9.95E-04
8327.125,8.13E-06,9.68E-04,1.45E-04,1.02E-03
8333.931,1.53E-05,9.87E-04,1.47E-04,1.05E-03
8340.755,-1.34E-05,1.01E-03,1.50E-04,1.08E-03
8347.598,-2.74E-05,1.02E-03,1.53E-04,1.11E-03
